sentence,number,verbalised_number,verb
igumbi lidla umhlaba kanye,1,kanye,lidla
igumbi lidla ibhanoyi kanye,1,kanye,lidla
igumbi lidla incwadi kanye,1,kanye,lidla
igumbi lidla isitshalo kanye,1,kanye,lidla
igumbi lidla unesi kanye,1,kanye,lidla
igumbi lidla isithwebuli kanye,1,kanye,lidla
igumbi lidla isilwane esifuyiweyo kanye,1,kanye,lidla
igumbi lidla igumbi kanye,1,kanye,lidla
igumbi lidla iwindi kanye,1,kanye,lidla
igumbi lidla ulwandle kanye,1,kanye,lidla
igumbi lidla ummeli kanye,1,kanye,lidla
igumbi lidla umphakathi kanye,1,kanye,lidla
igumbi lidla ikomidi kanye,1,kanye,lidla
igumbi lidla indlwana kanye,1,kanye,lidla
igumbi lidla iphilisi kanye,1,kanye,lidla
igumbi lidla uhlaza kanye,1,kanye,lidla
igumbi lidla imoto kanye,1,kanye,lidla
iwindi lidla imali kanye,1,kanye,lidla
iwindi lidla ijikijolo kanye,1,kanye,lidla
iwindi lidla inyoni kanye,1,kanye,lidla
iwindi lidla ibhishi kanye,1,kanye,lidla
iwindi lidla izwe kanye,1,kanye,lidla
iwindi lidla isakhiwo kanye,1,kanye,lidla
iwindi lidla umnini kanye,1,kanye,lidla
iwindi lidla unyawo kanye,1,kanye,lidla
iwindi lidla izambane kanye,1,kanye,lidla
iwindi lidla iNkosi kanye,1,kanye,lidla
iwindi lidla ibhola kanye,1,kanye,lidla
iwindi lidla umzila kanye,1,kanye,lidla
iwindi lidla isicathulo kanye,1,kanye,lidla
iwindi lidla ihholitshi kanye,1,kanye,lidla
iwindi lidla isihlahla kanye,1,kanye,lidla
iwindi lidla ihhotela kanye,1,kanye,lidla
iwindi lidla ihebhivo kanye,1,kanye,lidla
iwindi lidla umuthi kanye,1,kanye,lidla
iwindi lidla igilebhisi kanye,1,kanye,lidla
iwindi lidla isikukhukhula kanye,1,kanye,lidla
iwindi lidla inyuvesi kanye,1,kanye,lidla
iwindi lidla inja kanye,1,kanye,lidla
iwindi lidla iphoyisa kanye,1,kanye,lidla
iwindi lidla umkhandlu kanye,1,kanye,lidla
iwindi lidla iwayini kanye,1,kanye,lidla
iwindi lidla uphawu kanye,1,kanye,lidla
iwindi lidla indawo yokubhukuda kanye,1,kanye,lidla
iwindi lidla ikhompyutha kanye,1,kanye,lidla
iwindi lidla isikhulumi kanye,1,kanye,lidla
iwindi lidla inyama kanye,1,kanye,lidla
iwindi lidla udokotela kanye,1,kanye,lidla
iwindi lidla indlovu kanye,1,kanye,lidla
iwindi lidla inkampani kanye,1,kanye,lidla
iwindi lidla inkukhu kanye,1,kanye,lidla
iwindi lidla umlamuleli kanye,1,kanye,lidla
iwindi lidla isidlo kanye,1,kanye,lidla
iwindi lidla umfundi we-undergraduate kanye,1,kanye,lidla
iwindi lidla ipayipi kanye,1,kanye,lidla
iwindi lidla umfundisi kanye,1,kanye,lidla
iwindi lidla ibhodwe kanye,1,kanye,lidla
iwindi lidla iphalamende kanye,1,kanye,lidla
iwindi lidla iholidi kanye,1,kanye,lidla
iwindi lidla indaba kanye,1,kanye,lidla
iwindi lidla ufishi kanye,1,kanye,lidla
iwindi lidla ithoyizi kanye,1,kanye,lidla
iwindi lidla umfula kanye,1,kanye,lidla
iwindi lidla ukhilimu oyiqhwa kanye,1,kanye,lidla
iwindi lidla ibhokisi kanye,1,kanye,lidla
iwindi lidla isitambu kanye,1,kanye,lidla
iwindi lidla umsebenzi kanye,1,kanye,lidla
iwindi lidla umgodi kanye,1,kanye,lidla
iwindi lidla ihlo kanye,1,kanye,lidla
iwindi lidla insimu kanye,1,kanye,lidla
iwindi lidla isifunda kanye,1,kanye,lidla
iwindi lidla udonga kanye,1,kanye,lidla
iwindi lidla itiye kanye,1,kanye,lidla
iwindi lidla ibhodlela kanye,1,kanye,lidla
iwindi lidla ukhiye kanye,1,kanye,lidla
iwindi lidla inkantini kanye,1,kanye,lidla
iwindi lidla isisu kanye,1,kanye,lidla
iwindi lidla uphaya kanye,1,kanye,lidla
iwindi lidla intaba kanye,1,kanye,lidla
iwindi lidla umengammeli kanye,1,kanye,lidla
iwindi lidla umhlaba kanye,1,kanye,lidla
iwindi lidla ibhanoyi kanye,1,kanye,lidla
iwindi lidla incwadi kanye,1,kanye,lidla
iwindi lidla isitshalo kanye,1,kanye,lidla
iwindi lidla unesi kanye,1,kanye,lidla
iwindi lidla isithwebuli kanye,1,kanye,lidla
iwindi lidla isilwane esifuyiweyo kanye,1,kanye,lidla
iwindi lidla igumbi kanye,1,kanye,lidla
iwindi lidla iwindi kanye,1,kanye,lidla
iwindi lidla ulwandle kanye,1,kanye,lidla
iwindi lidla ummeli kanye,1,kanye,lidla
iwindi lidla umphakathi kanye,1,kanye,lidla
iwindi lidla ikomidi kanye,1,kanye,lidla
iwindi lidla indlwana kanye,1,kanye,lidla
iwindi lidla iphilisi kanye,1,kanye,lidla
iwindi lidla uhlaza kanye,1,kanye,lidla
iwindi lidla imoto kanye,1,kanye,lidla
ulwandle ludla imali kanye,1,kanye,ludla
ulwandle ludla ijikijolo kanye,1,kanye,ludla
ulwandle ludla inyoni kanye,1,kanye,ludla
ulwandle ludla ibhishi kanye,1,kanye,ludla
ulwandle ludla izwe kanye,1,kanye,ludla
ulwandle ludla isakhiwo kanye,1,kanye,ludla
ulwandle ludla umnini kanye,1,kanye,ludla
ulwandle ludla unyawo kanye,1,kanye,ludla
ulwandle ludla izambane kanye,1,kanye,ludla
ulwandle ludla iNkosi kanye,1,kanye,ludla
ulwandle ludla ibhola kanye,1,kanye,ludla
ulwandle ludla umzila kanye,1,kanye,ludla
ulwandle ludla isicathulo kanye,1,kanye,ludla
ulwandle ludla ihholitshi kanye,1,kanye,ludla
ulwandle ludla isihlahla kanye,1,kanye,ludla
ulwandle ludla ihhotela kanye,1,kanye,ludla
ulwandle ludla ihebhivo kanye,1,kanye,ludla
ulwandle ludla umuthi kanye,1,kanye,ludla
ulwandle ludla igilebhisi kanye,1,kanye,ludla
ulwandle ludla isikukhukhula kanye,1,kanye,ludla
ulwandle ludla inyuvesi kanye,1,kanye,ludla
ulwandle ludla inja kanye,1,kanye,ludla
ulwandle ludla iphoyisa kanye,1,kanye,ludla
ulwandle ludla umkhandlu kanye,1,kanye,ludla
ulwandle ludla iwayini kanye,1,kanye,ludla
ulwandle ludla uphawu kanye,1,kanye,ludla
ulwandle ludla indawo yokubhukuda kanye,1,kanye,ludla
ulwandle ludla ikhompyutha kanye,1,kanye,ludla
ulwandle ludla isikhulumi kanye,1,kanye,ludla
ulwandle ludla inyama kanye,1,kanye,ludla
ulwandle ludla udokotela kanye,1,kanye,ludla
ulwandle ludla indlovu kanye,1,kanye,ludla
ulwandle ludla inkampani kanye,1,kanye,ludla
ulwandle ludla inkukhu kanye,1,kanye,ludla
ulwandle ludla umlamuleli kanye,1,kanye,ludla
ulwandle ludla isidlo kanye,1,kanye,ludla
ulwandle ludla umfundi we-undergraduate kanye,1,kanye,ludla
ulwandle ludla ipayipi kanye,1,kanye,ludla
ulwandle ludla umfundisi kanye,1,kanye,ludla
ulwandle ludla ibhodwe kanye,1,kanye,ludla
ulwandle ludla iphalamende kanye,1,kanye,ludla
ulwandle ludla iholidi kanye,1,kanye,ludla
ulwandle ludla indaba kanye,1,kanye,ludla
ulwandle ludla ufishi kanye,1,kanye,ludla
ulwandle ludla ithoyizi kanye,1,kanye,ludla
ulwandle ludla umfula kanye,1,kanye,ludla
ulwandle ludla ukhilimu oyiqhwa kanye,1,kanye,ludla
ulwandle ludla ibhokisi kanye,1,kanye,ludla
ulwandle ludla isitambu kanye,1,kanye,ludla
ulwandle ludla umsebenzi kanye,1,kanye,ludla
ulwandle ludla umgodi kanye,1,kanye,ludla
ulwandle ludla ihlo kanye,1,kanye,ludla
ulwandle ludla insimu kanye,1,kanye,ludla
ulwandle ludla isifunda kanye,1,kanye,ludla
ulwandle ludla udonga kanye,1,kanye,ludla
ulwandle ludla itiye kanye,1,kanye,ludla
ulwandle ludla ibhodlela kanye,1,kanye,ludla
ulwandle ludla ukhiye kanye,1,kanye,ludla
ulwandle ludla inkantini kanye,1,kanye,ludla
ulwandle ludla isisu kanye,1,kanye,ludla
ulwandle ludla uphaya kanye,1,kanye,ludla
ulwandle ludla intaba kanye,1,kanye,ludla
ulwandle ludla umengammeli kanye,1,kanye,ludla
ulwandle ludla umhlaba kanye,1,kanye,ludla
ulwandle ludla ibhanoyi kanye,1,kanye,ludla
ulwandle ludla incwadi kanye,1,kanye,ludla
ulwandle ludla isitshalo kanye,1,kanye,ludla
ulwandle ludla unesi kanye,1,kanye,ludla
ulwandle ludla isithwebuli kanye,1,kanye,ludla
ulwandle ludla isilwane esifuyiweyo kanye,1,kanye,ludla
ulwandle ludla igumbi kanye,1,kanye,ludla
ulwandle ludla iwindi kanye,1,kanye,ludla
ulwandle ludla ulwandle kanye,1,kanye,ludla
ulwandle ludla ummeli kanye,1,kanye,ludla
ulwandle ludla umphakathi kanye,1,kanye,ludla
ulwandle ludla ikomidi kanye,1,kanye,ludla
ulwandle ludla indlwana kanye,1,kanye,ludla
ulwandle ludla iphilisi kanye,1,kanye,ludla
ulwandle ludla uhlaza kanye,1,kanye,ludla
ulwandle ludla imoto kanye,1,kanye,ludla
ummeli udla imali kanye,1,kanye,udla
ummeli udla ijikijolo kanye,1,kanye,udla
ummeli udla inyoni kanye,1,kanye,udla
ummeli udla ibhishi kanye,1,kanye,udla
ummeli udla izwe kanye,1,kanye,udla
ummeli udla isakhiwo kanye,1,kanye,udla
ummeli udla umnini kanye,1,kanye,udla
ummeli udla unyawo kanye,1,kanye,udla
ummeli udla izambane kanye,1,kanye,udla
ummeli udla iNkosi kanye,1,kanye,udla
ummeli udla ibhola kanye,1,kanye,udla
ummeli udla umzila kanye,1,kanye,udla
ummeli udla isicathulo kanye,1,kanye,udla
ummeli udla ihholitshi kanye,1,kanye,udla
ummeli udla isihlahla kanye,1,kanye,udla
ummeli udla ihhotela kanye,1,kanye,udla
ummeli udla ihebhivo kanye,1,kanye,udla
ummeli udla umuthi kanye,1,kanye,udla
ummeli udla igilebhisi kanye,1,kanye,udla
ummeli udla isikukhukhula kanye,1,kanye,udla
ummeli udla inyuvesi kanye,1,kanye,udla
ummeli udla inja kanye,1,kanye,udla
ummeli udla iphoyisa kanye,1,kanye,udla
ummeli udla umkhandlu kanye,1,kanye,udla
ummeli udla iwayini kanye,1,kanye,udla
ummeli udla uphawu kanye,1,kanye,udla
ummeli udla indawo yokubhukuda kanye,1,kanye,udla
ummeli udla ikhompyutha kanye,1,kanye,udla
ummeli udla isikhulumi kanye,1,kanye,udla
ummeli udla inyama kanye,1,kanye,udla
ummeli udla udokotela kanye,1,kanye,udla
ummeli udla indlovu kanye,1,kanye,udla
ummeli udla inkampani kanye,1,kanye,udla
ummeli udla inkukhu kanye,1,kanye,udla
ummeli udla umlamuleli kanye,1,kanye,udla
ummeli udla isidlo kanye,1,kanye,udla
ummeli udla umfundi we-undergraduate kanye,1,kanye,udla
ummeli udla ipayipi kanye,1,kanye,udla
ummeli udla umfundisi kanye,1,kanye,udla
ummeli udla ibhodwe kanye,1,kanye,udla
ummeli udla iphalamende kanye,1,kanye,udla
ummeli udla iholidi kanye,1,kanye,udla
ummeli udla indaba kanye,1,kanye,udla
ummeli udla ufishi kanye,1,kanye,udla
ummeli udla ithoyizi kanye,1,kanye,udla
ummeli udla umfula kanye,1,kanye,udla
ummeli udla ukhilimu oyiqhwa kanye,1,kanye,udla
ummeli udla ibhokisi kanye,1,kanye,udla
ummeli udla isitambu kanye,1,kanye,udla
ummeli udla umsebenzi kanye,1,kanye,udla
ummeli udla umgodi kanye,1,kanye,udla
ummeli udla ihlo kanye,1,kanye,udla
ummeli udla insimu kanye,1,kanye,udla
ummeli udla isifunda kanye,1,kanye,udla
ummeli udla udonga kanye,1,kanye,udla
ummeli udla itiye kanye,1,kanye,udla
ummeli udla ibhodlela kanye,1,kanye,udla
ummeli udla ukhiye kanye,1,kanye,udla
ummeli udla inkantini kanye,1,kanye,udla
ummeli udla isisu kanye,1,kanye,udla
ummeli udla uphaya kanye,1,kanye,udla
ummeli udla intaba kanye,1,kanye,udla
ummeli udla umengammeli kanye,1,kanye,udla
ummeli udla umhlaba kanye,1,kanye,udla
ummeli udla ibhanoyi kanye,1,kanye,udla
ummeli udla incwadi kanye,1,kanye,udla
ummeli udla isitshalo kanye,1,kanye,udla
ummeli udla unesi kanye,1,kanye,udla
ummeli udla isithwebuli kanye,1,kanye,udla
ummeli udla isilwane esifuyiweyo kanye,1,kanye,udla
ummeli udla igumbi kanye,1,kanye,udla
ummeli udla iwindi kanye,1,kanye,udla
ummeli udla ulwandle kanye,1,kanye,udla
ummeli udla ummeli kanye,1,kanye,udla
ummeli udla umphakathi kanye,1,kanye,udla
ummeli udla ikomidi kanye,1,kanye,udla
ummeli udla indlwana kanye,1,kanye,udla
ummeli udla iphilisi kanye,1,kanye,udla
ummeli udla uhlaza kanye,1,kanye,udla
ummeli udla imoto kanye,1,kanye,udla
umphakathi udla imali kanye,1,kanye,udla
umphakathi udla ijikijolo kanye,1,kanye,udla
umphakathi udla inyoni kanye,1,kanye,udla
umphakathi udla ibhishi kanye,1,kanye,udla
umphakathi udla izwe kanye,1,kanye,udla
umphakathi udla isakhiwo kanye,1,kanye,udla
umphakathi udla umnini kanye,1,kanye,udla
umphakathi udla unyawo kanye,1,kanye,udla
umphakathi udla izambane kanye,1,kanye,udla
umphakathi udla iNkosi kanye,1,kanye,udla
umphakathi udla ibhola kanye,1,kanye,udla
umphakathi udla umzila kanye,1,kanye,udla
umphakathi udla isicathulo kanye,1,kanye,udla
umphakathi udla ihholitshi kanye,1,kanye,udla
umphakathi udla isihlahla kanye,1,kanye,udla
umphakathi udla ihhotela kanye,1,kanye,udla
umphakathi udla ihebhivo kanye,1,kanye,udla
umphakathi udla umuthi kanye,1,kanye,udla
umphakathi udla igilebhisi kanye,1,kanye,udla
umphakathi udla isikukhukhula kanye,1,kanye,udla
umphakathi udla inyuvesi kanye,1,kanye,udla
umphakathi udla inja kanye,1,kanye,udla
umphakathi udla iphoyisa kanye,1,kanye,udla
umphakathi udla umkhandlu kanye,1,kanye,udla
umphakathi udla iwayini kanye,1,kanye,udla
umphakathi udla uphawu kanye,1,kanye,udla
umphakathi udla indawo yokubhukuda kanye,1,kanye,udla
umphakathi udla ikhompyutha kanye,1,kanye,udla
umphakathi udla isikhulumi kanye,1,kanye,udla
umphakathi udla inyama kanye,1,kanye,udla
umphakathi udla udokotela kanye,1,kanye,udla
umphakathi udla indlovu kanye,1,kanye,udla
umphakathi udla inkampani kanye,1,kanye,udla
umphakathi udla inkukhu kanye,1,kanye,udla
umphakathi udla umlamuleli kanye,1,kanye,udla
umphakathi udla isidlo kanye,1,kanye,udla
umphakathi udla umfundi we-undergraduate kanye,1,kanye,udla
umphakathi udla ipayipi kanye,1,kanye,udla
umphakathi udla umfundisi kanye,1,kanye,udla
umphakathi udla ibhodwe kanye,1,kanye,udla
umphakathi udla iphalamende kanye,1,kanye,udla
umphakathi udla iholidi kanye,1,kanye,udla
umphakathi udla indaba kanye,1,kanye,udla
umphakathi udla ufishi kanye,1,kanye,udla
umphakathi udla ithoyizi kanye,1,kanye,udla
umphakathi udla umfula kanye,1,kanye,udla
umphakathi udla ukhilimu oyiqhwa kanye,1,kanye,udla
umphakathi udla ibhokisi kanye,1,kanye,udla
umphakathi udla isitambu kanye,1,kanye,udla
umphakathi udla umsebenzi kanye,1,kanye,udla
umphakathi udla umgodi kanye,1,kanye,udla
umphakathi udla ihlo kanye,1,kanye,udla
umphakathi udla insimu kanye,1,kanye,udla
umphakathi udla isifunda kanye,1,kanye,udla
umphakathi udla udonga kanye,1,kanye,udla
umphakathi udla itiye kanye,1,kanye,udla
umphakathi udla ibhodlela kanye,1,kanye,udla
umphakathi udla ukhiye kanye,1,kanye,udla
umphakathi udla inkantini kanye,1,kanye,udla
umphakathi udla isisu kanye,1,kanye,udla
umphakathi udla uphaya kanye,1,kanye,udla
umphakathi udla intaba kanye,1,kanye,udla
umphakathi udla umengammeli kanye,1,kanye,udla
umphakathi udla umhlaba kanye,1,kanye,udla
umphakathi udla ibhanoyi kanye,1,kanye,udla
umphakathi udla incwadi kanye,1,kanye,udla
umphakathi udla isitshalo kanye,1,kanye,udla
umphakathi udla unesi kanye,1,kanye,udla
umphakathi udla isithwebuli kanye,1,kanye,udla
umphakathi udla isilwane esifuyiweyo kanye,1,kanye,udla
umphakathi udla igumbi kanye,1,kanye,udla
umphakathi udla iwindi kanye,1,kanye,udla
umphakathi udla ulwandle kanye,1,kanye,udla
umphakathi udla ummeli kanye,1,kanye,udla
umphakathi udla umphakathi kanye,1,kanye,udla
umphakathi udla ikomidi kanye,1,kanye,udla
umphakathi udla indlwana kanye,1,kanye,udla
umphakathi udla iphilisi kanye,1,kanye,udla
umphakathi udla uhlaza kanye,1,kanye,udla
umphakathi udla imoto kanye,1,kanye,udla
ikomidi lidla imali kanye,1,kanye,lidla
ikomidi lidla ijikijolo kanye,1,kanye,lidla
ikomidi lidla inyoni kanye,1,kanye,lidla
ikomidi lidla ibhishi kanye,1,kanye,lidla
ikomidi lidla izwe kanye,1,kanye,lidla
ikomidi lidla isakhiwo kanye,1,kanye,lidla
ikomidi lidla umnini kanye,1,kanye,lidla
ikomidi lidla unyawo kanye,1,kanye,lidla
ikomidi lidla izambane kanye,1,kanye,lidla
ikomidi lidla iNkosi kanye,1,kanye,lidla
ikomidi lidla ibhola kanye,1,kanye,lidla
ikomidi lidla umzila kanye,1,kanye,lidla
ikomidi lidla isicathulo kanye,1,kanye,lidla
ikomidi lidla ihholitshi kanye,1,kanye,lidla
ikomidi lidla isihlahla kanye,1,kanye,lidla
ikomidi lidla ihhotela kanye,1,kanye,lidla
ikomidi lidla ihebhivo kanye,1,kanye,lidla
ikomidi lidla umuthi kanye,1,kanye,lidla
ikomidi lidla igilebhisi kanye,1,kanye,lidla
ikomidi lidla isikukhukhula kanye,1,kanye,lidla
ikomidi lidla inyuvesi kanye,1,kanye,lidla
ikomidi lidla inja kanye,1,kanye,lidla
ikomidi lidla iphoyisa kanye,1,kanye,lidla
ikomidi lidla umkhandlu kanye,1,kanye,lidla
ikomidi lidla iwayini kanye,1,kanye,lidla
ikomidi lidla uphawu kanye,1,kanye,lidla
ikomidi lidla indawo yokubhukuda kanye,1,kanye,lidla
ikomidi lidla ikhompyutha kanye,1,kanye,lidla
ikomidi lidla isikhulumi kanye,1,kanye,lidla
ikomidi lidla inyama kanye,1,kanye,lidla
ikomidi lidla udokotela kanye,1,kanye,lidla
ikomidi lidla indlovu kanye,1,kanye,lidla
ikomidi lidla inkampani kanye,1,kanye,lidla
ikomidi lidla inkukhu kanye,1,kanye,lidla
ikomidi lidla umlamuleli kanye,1,kanye,lidla
ikomidi lidla isidlo kanye,1,kanye,lidla
ikomidi lidla umfundi we-undergraduate kanye,1,kanye,lidla
ikomidi lidla ipayipi kanye,1,kanye,lidla
ikomidi lidla umfundisi kanye,1,kanye,lidla
ikomidi lidla ibhodwe kanye,1,kanye,lidla
ikomidi lidla iphalamende kanye,1,kanye,lidla
ikomidi lidla iholidi kanye,1,kanye,lidla
ikomidi lidla indaba kanye,1,kanye,lidla
ikomidi lidla ufishi kanye,1,kanye,lidla
ikomidi lidla ithoyizi kanye,1,kanye,lidla
ikomidi lidla umfula kanye,1,kanye,lidla
ikomidi lidla ukhilimu oyiqhwa kanye,1,kanye,lidla
ikomidi lidla ibhokisi kanye,1,kanye,lidla
ikomidi lidla isitambu kanye,1,kanye,lidla
ikomidi lidla umsebenzi kanye,1,kanye,lidla
ikomidi lidla umgodi kanye,1,kanye,lidla
ikomidi lidla ihlo kanye,1,kanye,lidla
ikomidi lidla insimu kanye,1,kanye,lidla
ikomidi lidla isifunda kanye,1,kanye,lidla
ikomidi lidla udonga kanye,1,kanye,lidla
ikomidi lidla itiye kanye,1,kanye,lidla
ikomidi lidla ibhodlela kanye,1,kanye,lidla
ikomidi lidla ukhiye kanye,1,kanye,lidla
ikomidi lidla inkantini kanye,1,kanye,lidla
ikomidi lidla isisu kanye,1,kanye,lidla
ikomidi lidla uphaya kanye,1,kanye,lidla
ikomidi lidla intaba kanye,1,kanye,lidla
ikomidi lidla umengammeli kanye,1,kanye,lidla
ikomidi lidla umhlaba kanye,1,kanye,lidla
ikomidi lidla ibhanoyi kanye,1,kanye,lidla
ikomidi lidla incwadi kanye,1,kanye,lidla
ikomidi lidla isitshalo kanye,1,kanye,lidla
ikomidi lidla unesi kanye,1,kanye,lidla
ikomidi lidla isithwebuli kanye,1,kanye,lidla
ikomidi lidla isilwane esifuyiweyo kanye,1,kanye,lidla
ikomidi lidla igumbi kanye,1,kanye,lidla
ikomidi lidla iwindi kanye,1,kanye,lidla
ikomidi lidla ulwandle kanye,1,kanye,lidla
ikomidi lidla ummeli kanye,1,kanye,lidla
ikomidi lidla umphakathi kanye,1,kanye,lidla
ikomidi lidla ikomidi kanye,1,kanye,lidla
ikomidi lidla indlwana kanye,1,kanye,lidla
ikomidi lidla iphilisi kanye,1,kanye,lidla
ikomidi lidla uhlaza kanye,1,kanye,lidla
ikomidi lidla imoto kanye,1,kanye,lidla
indlwana idla imali kanye,1,kanye,idla
indlwana idla ijikijolo kanye,1,kanye,idla
indlwana idla inyoni kanye,1,kanye,idla
indlwana idla ibhishi kanye,1,kanye,idla
indlwana idla izwe kanye,1,kanye,idla
indlwana idla isakhiwo kanye,1,kanye,idla
indlwana idla umnini kanye,1,kanye,idla
indlwana idla unyawo kanye,1,kanye,idla
indlwana idla izambane kanye,1,kanye,idla
indlwana idla iNkosi kanye,1,kanye,idla
indlwana idla ibhola kanye,1,kanye,idla
indlwana idla umzila kanye,1,kanye,idla
indlwana idla isicathulo kanye,1,kanye,idla
indlwana idla ihholitshi kanye,1,kanye,idla
indlwana idla isihlahla kanye,1,kanye,idla
indlwana idla ihhotela kanye,1,kanye,idla
indlwana idla ihebhivo kanye,1,kanye,idla
indlwana idla umuthi kanye,1,kanye,idla
indlwana idla igilebhisi kanye,1,kanye,idla
indlwana idla isikukhukhula kanye,1,kanye,idla
indlwana idla inyuvesi kanye,1,kanye,idla
indlwana idla inja kanye,1,kanye,idla
indlwana idla iphoyisa kanye,1,kanye,idla
indlwana idla umkhandlu kanye,1,kanye,idla
indlwana idla iwayini kanye,1,kanye,idla
indlwana idla uphawu kanye,1,kanye,idla
indlwana idla indawo yokubhukuda kanye,1,kanye,idla
indlwana idla ikhompyutha kanye,1,kanye,idla
indlwana idla isikhulumi kanye,1,kanye,idla
indlwana idla inyama kanye,1,kanye,idla
indlwana idla udokotela kanye,1,kanye,idla
indlwana idla indlovu kanye,1,kanye,idla
indlwana idla inkampani kanye,1,kanye,idla
indlwana idla inkukhu kanye,1,kanye,idla
indlwana idla umlamuleli kanye,1,kanye,idla
indlwana idla isidlo kanye,1,kanye,idla
indlwana idla umfundi we-undergraduate kanye,1,kanye,idla
indlwana idla ipayipi kanye,1,kanye,idla
indlwana idla umfundisi kanye,1,kanye,idla
indlwana idla ibhodwe kanye,1,kanye,idla
indlwana idla iphalamende kanye,1,kanye,idla
indlwana idla iholidi kanye,1,kanye,idla
indlwana idla indaba kanye,1,kanye,idla
indlwana idla ufishi kanye,1,kanye,idla
indlwana idla ithoyizi kanye,1,kanye,idla
indlwana idla umfula kanye,1,kanye,idla
indlwana idla ukhilimu oyiqhwa kanye,1,kanye,idla
indlwana idla ibhokisi kanye,1,kanye,idla
indlwana idla isitambu kanye,1,kanye,idla
indlwana idla umsebenzi kanye,1,kanye,idla
indlwana idla umgodi kanye,1,kanye,idla
indlwana idla ihlo kanye,1,kanye,idla
indlwana idla insimu kanye,1,kanye,idla
indlwana idla isifunda kanye,1,kanye,idla
indlwana idla udonga kanye,1,kanye,idla
indlwana idla itiye kanye,1,kanye,idla
indlwana idla ibhodlela kanye,1,kanye,idla
indlwana idla ukhiye kanye,1,kanye,idla
indlwana idla inkantini kanye,1,kanye,idla
indlwana idla isisu kanye,1,kanye,idla
indlwana idla uphaya kanye,1,kanye,idla
indlwana idla intaba kanye,1,kanye,idla
indlwana idla umengammeli kanye,1,kanye,idla
indlwana idla umhlaba kanye,1,kanye,idla
indlwana idla ibhanoyi kanye,1,kanye,idla
indlwana idla incwadi kanye,1,kanye,idla
indlwana idla isitshalo kanye,1,kanye,idla
indlwana idla unesi kanye,1,kanye,idla
indlwana idla isithwebuli kanye,1,kanye,idla
indlwana idla isilwane esifuyiweyo kanye,1,kanye,idla
indlwana idla igumbi kanye,1,kanye,idla
indlwana idla iwindi kanye,1,kanye,idla
indlwana idla ulwandle kanye,1,kanye,idla
indlwana idla ummeli kanye,1,kanye,idla
indlwana idla umphakathi kanye,1,kanye,idla
indlwana idla ikomidi kanye,1,kanye,idla
indlwana idla indlwana kanye,1,kanye,idla
indlwana idla iphilisi kanye,1,kanye,idla
indlwana idla uhlaza kanye,1,kanye,idla
indlwana idla imoto kanye,1,kanye,idla
iphilisi lidla imali kanye,1,kanye,lidla
iphilisi lidla ijikijolo kanye,1,kanye,lidla
iphilisi lidla inyoni kanye,1,kanye,lidla
iphilisi lidla ibhishi kanye,1,kanye,lidla
iphilisi lidla izwe kanye,1,kanye,lidla
iphilisi lidla isakhiwo kanye,1,kanye,lidla
iphilisi lidla umnini kanye,1,kanye,lidla
iphilisi lidla unyawo kanye,1,kanye,lidla
iphilisi lidla izambane kanye,1,kanye,lidla
iphilisi lidla iNkosi kanye,1,kanye,lidla
iphilisi lidla ibhola kanye,1,kanye,lidla
iphilisi lidla umzila kanye,1,kanye,lidla
iphilisi lidla isicathulo kanye,1,kanye,lidla
iphilisi lidla ihholitshi kanye,1,kanye,lidla
iphilisi lidla isihlahla kanye,1,kanye,lidla
iphilisi lidla ihhotela kanye,1,kanye,lidla
iphilisi lidla ihebhivo kanye,1,kanye,lidla
iphilisi lidla umuthi kanye,1,kanye,lidla
iphilisi lidla igilebhisi kanye,1,kanye,lidla
iphilisi lidla isikukhukhula kanye,1,kanye,lidla
iphilisi lidla inyuvesi kanye,1,kanye,lidla
iphilisi lidla inja kanye,1,kanye,lidla
iphilisi lidla iphoyisa kanye,1,kanye,lidla
iphilisi lidla umkhandlu kanye,1,kanye,lidla
iphilisi lidla iwayini kanye,1,kanye,lidla
iphilisi lidla uphawu kanye,1,kanye,lidla
iphilisi lidla indawo yokubhukuda kanye,1,kanye,lidla
iphilisi lidla ikhompyutha kanye,1,kanye,lidla
iphilisi lidla isikhulumi kanye,1,kanye,lidla
iphilisi lidla inyama kanye,1,kanye,lidla
iphilisi lidla udokotela kanye,1,kanye,lidla
iphilisi lidla indlovu kanye,1,kanye,lidla
iphilisi lidla inkampani kanye,1,kanye,lidla
iphilisi lidla inkukhu kanye,1,kanye,lidla
iphilisi lidla umlamuleli kanye,1,kanye,lidla
iphilisi lidla isidlo kanye,1,kanye,lidla
iphilisi lidla umfundi we-undergraduate kanye,1,kanye,lidla
iphilisi lidla ipayipi kanye,1,kanye,lidla
iphilisi lidla umfundisi kanye,1,kanye,lidla
iphilisi lidla ibhodwe kanye,1,kanye,lidla
iphilisi lidla iphalamende kanye,1,kanye,lidla
iphilisi lidla iholidi kanye,1,kanye,lidla
iphilisi lidla indaba kanye,1,kanye,lidla
iphilisi lidla ufishi kanye,1,kanye,lidla
iphilisi lidla ithoyizi kanye,1,kanye,lidla
iphilisi lidla umfula kanye,1,kanye,lidla
iphilisi lidla ukhilimu oyiqhwa kanye,1,kanye,lidla
iphilisi lidla ibhokisi kanye,1,kanye,lidla
iphilisi lidla isitambu kanye,1,kanye,lidla
iphilisi lidla umsebenzi kanye,1,kanye,lidla
