sentence,first_noun,verb,second_noun,number
ibhanoyi lithenga indaba enye,ibhanoyi,lithenga,indaba,1
ibhanoyi lithenga ufishi onye,ibhanoyi,lithenga,ufishi,1
ibhanoyi lithenga ithoyizi elinye,ibhanoyi,lithenga,ithoyizi,1
ibhanoyi lithenga umfula onye,ibhanoyi,lithenga,umfula,1
ibhanoyi lithenga ukhilimu oyiqhwa onye,ibhanoyi,lithenga,ukhilimu oyiqhwa,1
ibhanoyi lithenga ibhokisi elinye,ibhanoyi,lithenga,ibhokisi,1
ibhanoyi lithenga isitambu esinye,ibhanoyi,lithenga,isitambu,1
ibhanoyi lithenga umsebenzi onye,ibhanoyi,lithenga,umsebenzi,1
ibhanoyi lithenga umgodi onye,ibhanoyi,lithenga,umgodi,1
ibhanoyi lithenga ihlo elinye,ibhanoyi,lithenga,ihlo,1
ibhanoyi lithenga insimu enye,ibhanoyi,lithenga,insimu,1
ibhanoyi lithenga isifunda esinye,ibhanoyi,lithenga,isifunda,1
ibhanoyi lithenga udonga onye,ibhanoyi,lithenga,udonga,1
ibhanoyi lithenga itiye elinye,ibhanoyi,lithenga,itiye,1
ibhanoyi lithenga ibhodlela elinye,ibhanoyi,lithenga,ibhodlela,1
ibhanoyi lithenga ukhiye onye,ibhanoyi,lithenga,ukhiye,1
ibhanoyi lithenga inkantini enye,ibhanoyi,lithenga,inkantini,1
ibhanoyi lithenga isisu esinye,ibhanoyi,lithenga,isisu,1
ibhanoyi lithenga uphaya onye,ibhanoyi,lithenga,uphaya,1
ibhanoyi lithenga intaba enye,ibhanoyi,lithenga,intaba,1
ibhanoyi lithenga umengammeli onye,ibhanoyi,lithenga,umengammeli,1
ibhanoyi lithenga umhlaba onye,ibhanoyi,lithenga,umhlaba,1
ibhanoyi lithenga ibhanoyi elinye,ibhanoyi,lithenga,ibhanoyi,1
ibhanoyi lithenga incwadi enye,ibhanoyi,lithenga,incwadi,1
ibhanoyi lithenga isitshalo esinye,ibhanoyi,lithenga,isitshalo,1
ibhanoyi lithenga unesi onye,ibhanoyi,lithenga,unesi,1
ibhanoyi lithenga isithwebuli esinye,ibhanoyi,lithenga,isithwebuli,1
ibhanoyi lithenga isilwane esifuyiweyo esinye,ibhanoyi,lithenga,isilwane esifuyiweyo,1
ibhanoyi lithenga igumbi elinye,ibhanoyi,lithenga,igumbi,1
ibhanoyi lithenga iwindi elinye,ibhanoyi,lithenga,iwindi,1
ibhanoyi lithenga ulwandle olunye,ibhanoyi,lithenga,ulwandle,1
ibhanoyi lithenga ummeli onye,ibhanoyi,lithenga,ummeli,1
ibhanoyi lithenga umphakathi onye,ibhanoyi,lithenga,umphakathi,1
ibhanoyi lithenga ikomidi elinye,ibhanoyi,lithenga,ikomidi,1
ibhanoyi lithenga indlwana enye,ibhanoyi,lithenga,indlwana,1
ibhanoyi lithenga iphilisi elinye,ibhanoyi,lithenga,iphilisi,1
ibhanoyi lithenga uhlaza olunye,ibhanoyi,lithenga,uhlaza,1
ibhanoyi lithenga imoto enye,ibhanoyi,lithenga,imoto,1
incwadi ithenga imali enye,incwadi,ithenga,imali,1
incwadi ithenga ijikijolo elinye,incwadi,ithenga,ijikijolo,1
incwadi ithenga inyoni enye,incwadi,ithenga,inyoni,1
incwadi ithenga ibhishi elinye,incwadi,ithenga,ibhishi,1
incwadi ithenga izwe elinye,incwadi,ithenga,izwe,1
incwadi ithenga isakhiwo esinye,incwadi,ithenga,isakhiwo,1
incwadi ithenga umnini onye,incwadi,ithenga,umnini,1
incwadi ithenga unyawo olunye,incwadi,ithenga,unyawo,1
incwadi ithenga izambane elinye,incwadi,ithenga,izambane,1
incwadi ithenga iNkosi enye,incwadi,ithenga,iNkosi,1
incwadi ithenga ibhola elinye,incwadi,ithenga,ibhola,1
incwadi ithenga umzila onye,incwadi,ithenga,umzila,1
incwadi ithenga isicathulo esinye,incwadi,ithenga,isicathulo,1
incwadi ithenga ihholitshi elinye,incwadi,ithenga,ihholitshi,1
incwadi ithenga isihlahla esinye,incwadi,ithenga,isihlahla,1
incwadi ithenga ihhotela elinye,incwadi,ithenga,ihhotela,1
incwadi ithenga ihebhivo elinye,incwadi,ithenga,ihebhivo,1
incwadi ithenga umuthi onye,incwadi,ithenga,umuthi,1
incwadi ithenga igilebhisi elinye,incwadi,ithenga,igilebhisi,1
incwadi ithenga isikukhukhula esinye,incwadi,ithenga,isikukhukhula,1
incwadi ithenga inyuvesi enye,incwadi,ithenga,inyuvesi,1
incwadi ithenga inja enye,incwadi,ithenga,inja,1
incwadi ithenga iphoyisa elinye,incwadi,ithenga,iphoyisa,1
incwadi ithenga umkhandlu onye,incwadi,ithenga,umkhandlu,1
incwadi ithenga iwayini elinye,incwadi,ithenga,iwayini,1
incwadi ithenga uphawu olunye,incwadi,ithenga,uphawu,1
incwadi ithenga indawo yokubhukuda enye,incwadi,ithenga,indawo yokubhukuda,1
incwadi ithenga ikhompyutha elinye,incwadi,ithenga,ikhompyutha,1
incwadi ithenga isikhulumi esinye,incwadi,ithenga,isikhulumi,1
incwadi ithenga inyama enye,incwadi,ithenga,inyama,1
incwadi ithenga udokotela onye,incwadi,ithenga,udokotela,1
incwadi ithenga indlovu enye,incwadi,ithenga,indlovu,1
incwadi ithenga inkampani enye,incwadi,ithenga,inkampani,1
incwadi ithenga inkukhu enye,incwadi,ithenga,inkukhu,1
incwadi ithenga umlamuleli onye,incwadi,ithenga,umlamuleli,1
incwadi ithenga isidlo esinye,incwadi,ithenga,isidlo,1
incwadi ithenga umfundi we-undergraduate onye,incwadi,ithenga,umfundi we-undergraduate,1
incwadi ithenga ipayipi elinye,incwadi,ithenga,ipayipi,1
incwadi ithenga umfundisi onye,incwadi,ithenga,umfundisi,1
incwadi ithenga ibhodwe elinye,incwadi,ithenga,ibhodwe,1
incwadi ithenga iphalamende elinye,incwadi,ithenga,iphalamende,1
incwadi ithenga iholidi elinye,incwadi,ithenga,iholidi,1
incwadi ithenga indaba enye,incwadi,ithenga,indaba,1
incwadi ithenga ufishi onye,incwadi,ithenga,ufishi,1
incwadi ithenga ithoyizi elinye,incwadi,ithenga,ithoyizi,1
incwadi ithenga umfula onye,incwadi,ithenga,umfula,1
incwadi ithenga ukhilimu oyiqhwa onye,incwadi,ithenga,ukhilimu oyiqhwa,1
incwadi ithenga ibhokisi elinye,incwadi,ithenga,ibhokisi,1
incwadi ithenga isitambu esinye,incwadi,ithenga,isitambu,1
incwadi ithenga umsebenzi onye,incwadi,ithenga,umsebenzi,1
incwadi ithenga umgodi onye,incwadi,ithenga,umgodi,1
incwadi ithenga ihlo elinye,incwadi,ithenga,ihlo,1
incwadi ithenga insimu enye,incwadi,ithenga,insimu,1
incwadi ithenga isifunda esinye,incwadi,ithenga,isifunda,1
incwadi ithenga udonga onye,incwadi,ithenga,udonga,1
incwadi ithenga itiye elinye,incwadi,ithenga,itiye,1
incwadi ithenga ibhodlela elinye,incwadi,ithenga,ibhodlela,1
incwadi ithenga ukhiye onye,incwadi,ithenga,ukhiye,1
incwadi ithenga inkantini enye,incwadi,ithenga,inkantini,1
incwadi ithenga isisu esinye,incwadi,ithenga,isisu,1
incwadi ithenga uphaya onye,incwadi,ithenga,uphaya,1
incwadi ithenga intaba enye,incwadi,ithenga,intaba,1
incwadi ithenga umengammeli onye,incwadi,ithenga,umengammeli,1
incwadi ithenga umhlaba onye,incwadi,ithenga,umhlaba,1
incwadi ithenga ibhanoyi elinye,incwadi,ithenga,ibhanoyi,1
incwadi ithenga incwadi enye,incwadi,ithenga,incwadi,1
incwadi ithenga isitshalo esinye,incwadi,ithenga,isitshalo,1
incwadi ithenga unesi onye,incwadi,ithenga,unesi,1
incwadi ithenga isithwebuli esinye,incwadi,ithenga,isithwebuli,1
incwadi ithenga isilwane esifuyiweyo esinye,incwadi,ithenga,isilwane esifuyiweyo,1
incwadi ithenga igumbi elinye,incwadi,ithenga,igumbi,1
incwadi ithenga iwindi elinye,incwadi,ithenga,iwindi,1
incwadi ithenga ulwandle olunye,incwadi,ithenga,ulwandle,1
incwadi ithenga ummeli onye,incwadi,ithenga,ummeli,1
incwadi ithenga umphakathi onye,incwadi,ithenga,umphakathi,1
incwadi ithenga ikomidi elinye,incwadi,ithenga,ikomidi,1
incwadi ithenga indlwana enye,incwadi,ithenga,indlwana,1
incwadi ithenga iphilisi elinye,incwadi,ithenga,iphilisi,1
incwadi ithenga uhlaza olunye,incwadi,ithenga,uhlaza,1
incwadi ithenga imoto enye,incwadi,ithenga,imoto,1
isitshalo sithenga imali enye,isitshalo,sithenga,imali,1
isitshalo sithenga ijikijolo elinye,isitshalo,sithenga,ijikijolo,1
isitshalo sithenga inyoni enye,isitshalo,sithenga,inyoni,1
isitshalo sithenga ibhishi elinye,isitshalo,sithenga,ibhishi,1
isitshalo sithenga izwe elinye,isitshalo,sithenga,izwe,1
isitshalo sithenga isakhiwo esinye,isitshalo,sithenga,isakhiwo,1
isitshalo sithenga umnini onye,isitshalo,sithenga,umnini,1
isitshalo sithenga unyawo olunye,isitshalo,sithenga,unyawo,1
isitshalo sithenga izambane elinye,isitshalo,sithenga,izambane,1
isitshalo sithenga iNkosi enye,isitshalo,sithenga,iNkosi,1
isitshalo sithenga ibhola elinye,isitshalo,sithenga,ibhola,1
isitshalo sithenga umzila onye,isitshalo,sithenga,umzila,1
isitshalo sithenga isicathulo esinye,isitshalo,sithenga,isicathulo,1
isitshalo sithenga ihholitshi elinye,isitshalo,sithenga,ihholitshi,1
isitshalo sithenga isihlahla esinye,isitshalo,sithenga,isihlahla,1
isitshalo sithenga ihhotela elinye,isitshalo,sithenga,ihhotela,1
isitshalo sithenga ihebhivo elinye,isitshalo,sithenga,ihebhivo,1
isitshalo sithenga umuthi onye,isitshalo,sithenga,umuthi,1
isitshalo sithenga igilebhisi elinye,isitshalo,sithenga,igilebhisi,1
isitshalo sithenga isikukhukhula esinye,isitshalo,sithenga,isikukhukhula,1
isitshalo sithenga inyuvesi enye,isitshalo,sithenga,inyuvesi,1
isitshalo sithenga inja enye,isitshalo,sithenga,inja,1
isitshalo sithenga iphoyisa elinye,isitshalo,sithenga,iphoyisa,1
isitshalo sithenga umkhandlu onye,isitshalo,sithenga,umkhandlu,1
isitshalo sithenga iwayini elinye,isitshalo,sithenga,iwayini,1
isitshalo sithenga uphawu olunye,isitshalo,sithenga,uphawu,1
isitshalo sithenga indawo yokubhukuda enye,isitshalo,sithenga,indawo yokubhukuda,1
isitshalo sithenga ikhompyutha elinye,isitshalo,sithenga,ikhompyutha,1
isitshalo sithenga isikhulumi esinye,isitshalo,sithenga,isikhulumi,1
isitshalo sithenga inyama enye,isitshalo,sithenga,inyama,1
isitshalo sithenga udokotela onye,isitshalo,sithenga,udokotela,1
isitshalo sithenga indlovu enye,isitshalo,sithenga,indlovu,1
isitshalo sithenga inkampani enye,isitshalo,sithenga,inkampani,1
isitshalo sithenga inkukhu enye,isitshalo,sithenga,inkukhu,1
isitshalo sithenga umlamuleli onye,isitshalo,sithenga,umlamuleli,1
isitshalo sithenga isidlo esinye,isitshalo,sithenga,isidlo,1
isitshalo sithenga umfundi we-undergraduate onye,isitshalo,sithenga,umfundi we-undergraduate,1
isitshalo sithenga ipayipi elinye,isitshalo,sithenga,ipayipi,1
isitshalo sithenga umfundisi onye,isitshalo,sithenga,umfundisi,1
isitshalo sithenga ibhodwe elinye,isitshalo,sithenga,ibhodwe,1
isitshalo sithenga iphalamende elinye,isitshalo,sithenga,iphalamende,1
isitshalo sithenga iholidi elinye,isitshalo,sithenga,iholidi,1
isitshalo sithenga indaba enye,isitshalo,sithenga,indaba,1
isitshalo sithenga ufishi onye,isitshalo,sithenga,ufishi,1
isitshalo sithenga ithoyizi elinye,isitshalo,sithenga,ithoyizi,1
isitshalo sithenga umfula onye,isitshalo,sithenga,umfula,1
isitshalo sithenga ukhilimu oyiqhwa onye,isitshalo,sithenga,ukhilimu oyiqhwa,1
isitshalo sithenga ibhokisi elinye,isitshalo,sithenga,ibhokisi,1
isitshalo sithenga isitambu esinye,isitshalo,sithenga,isitambu,1
isitshalo sithenga umsebenzi onye,isitshalo,sithenga,umsebenzi,1
isitshalo sithenga umgodi onye,isitshalo,sithenga,umgodi,1
isitshalo sithenga ihlo elinye,isitshalo,sithenga,ihlo,1
isitshalo sithenga insimu enye,isitshalo,sithenga,insimu,1
isitshalo sithenga isifunda esinye,isitshalo,sithenga,isifunda,1
isitshalo sithenga udonga onye,isitshalo,sithenga,udonga,1
isitshalo sithenga itiye elinye,isitshalo,sithenga,itiye,1
isitshalo sithenga ibhodlela elinye,isitshalo,sithenga,ibhodlela,1
isitshalo sithenga ukhiye onye,isitshalo,sithenga,ukhiye,1
isitshalo sithenga inkantini enye,isitshalo,sithenga,inkantini,1
isitshalo sithenga isisu esinye,isitshalo,sithenga,isisu,1
isitshalo sithenga uphaya onye,isitshalo,sithenga,uphaya,1
isitshalo sithenga intaba enye,isitshalo,sithenga,intaba,1
isitshalo sithenga umengammeli onye,isitshalo,sithenga,umengammeli,1
isitshalo sithenga umhlaba onye,isitshalo,sithenga,umhlaba,1
isitshalo sithenga ibhanoyi elinye,isitshalo,sithenga,ibhanoyi,1
isitshalo sithenga incwadi enye,isitshalo,sithenga,incwadi,1
isitshalo sithenga isitshalo esinye,isitshalo,sithenga,isitshalo,1
isitshalo sithenga unesi onye,isitshalo,sithenga,unesi,1
isitshalo sithenga isithwebuli esinye,isitshalo,sithenga,isithwebuli,1
isitshalo sithenga isilwane esifuyiweyo esinye,isitshalo,sithenga,isilwane esifuyiweyo,1
isitshalo sithenga igumbi elinye,isitshalo,sithenga,igumbi,1
isitshalo sithenga iwindi elinye,isitshalo,sithenga,iwindi,1
isitshalo sithenga ulwandle olunye,isitshalo,sithenga,ulwandle,1
isitshalo sithenga ummeli onye,isitshalo,sithenga,ummeli,1
isitshalo sithenga umphakathi onye,isitshalo,sithenga,umphakathi,1
isitshalo sithenga ikomidi elinye,isitshalo,sithenga,ikomidi,1
isitshalo sithenga indlwana enye,isitshalo,sithenga,indlwana,1
isitshalo sithenga iphilisi elinye,isitshalo,sithenga,iphilisi,1
isitshalo sithenga uhlaza olunye,isitshalo,sithenga,uhlaza,1
isitshalo sithenga imoto enye,isitshalo,sithenga,imoto,1
unesi uthenga imali enye,unesi,uthenga,imali,1
unesi uthenga ijikijolo elinye,unesi,uthenga,ijikijolo,1
unesi uthenga inyoni enye,unesi,uthenga,inyoni,1
unesi uthenga ibhishi elinye,unesi,uthenga,ibhishi,1
unesi uthenga izwe elinye,unesi,uthenga,izwe,1
unesi uthenga isakhiwo esinye,unesi,uthenga,isakhiwo,1
unesi uthenga umnini onye,unesi,uthenga,umnini,1
unesi uthenga unyawo olunye,unesi,uthenga,unyawo,1
unesi uthenga izambane elinye,unesi,uthenga,izambane,1
unesi uthenga iNkosi enye,unesi,uthenga,iNkosi,1
unesi uthenga ibhola elinye,unesi,uthenga,ibhola,1
unesi uthenga umzila onye,unesi,uthenga,umzila,1
unesi uthenga isicathulo esinye,unesi,uthenga,isicathulo,1
unesi uthenga ihholitshi elinye,unesi,uthenga,ihholitshi,1
unesi uthenga isihlahla esinye,unesi,uthenga,isihlahla,1
unesi uthenga ihhotela elinye,unesi,uthenga,ihhotela,1
unesi uthenga ihebhivo elinye,unesi,uthenga,ihebhivo,1
unesi uthenga umuthi onye,unesi,uthenga,umuthi,1
unesi uthenga igilebhisi elinye,unesi,uthenga,igilebhisi,1
unesi uthenga isikukhukhula esinye,unesi,uthenga,isikukhukhula,1
unesi uthenga inyuvesi enye,unesi,uthenga,inyuvesi,1
unesi uthenga inja enye,unesi,uthenga,inja,1
unesi uthenga iphoyisa elinye,unesi,uthenga,iphoyisa,1
unesi uthenga umkhandlu onye,unesi,uthenga,umkhandlu,1
unesi uthenga iwayini elinye,unesi,uthenga,iwayini,1
unesi uthenga uphawu olunye,unesi,uthenga,uphawu,1
unesi uthenga indawo yokubhukuda enye,unesi,uthenga,indawo yokubhukuda,1
unesi uthenga ikhompyutha elinye,unesi,uthenga,ikhompyutha,1
unesi uthenga isikhulumi esinye,unesi,uthenga,isikhulumi,1
unesi uthenga inyama enye,unesi,uthenga,inyama,1
unesi uthenga udokotela onye,unesi,uthenga,udokotela,1
unesi uthenga indlovu enye,unesi,uthenga,indlovu,1
unesi uthenga inkampani enye,unesi,uthenga,inkampani,1
unesi uthenga inkukhu enye,unesi,uthenga,inkukhu,1
unesi uthenga umlamuleli onye,unesi,uthenga,umlamuleli,1
unesi uthenga isidlo esinye,unesi,uthenga,isidlo,1
unesi uthenga umfundi we-undergraduate onye,unesi,uthenga,umfundi we-undergraduate,1
unesi uthenga ipayipi elinye,unesi,uthenga,ipayipi,1
unesi uthenga umfundisi onye,unesi,uthenga,umfundisi,1
unesi uthenga ibhodwe elinye,unesi,uthenga,ibhodwe,1
unesi uthenga iphalamende elinye,unesi,uthenga,iphalamende,1
unesi uthenga iholidi elinye,unesi,uthenga,iholidi,1
unesi uthenga indaba enye,unesi,uthenga,indaba,1
unesi uthenga ufishi onye,unesi,uthenga,ufishi,1
unesi uthenga ithoyizi elinye,unesi,uthenga,ithoyizi,1
unesi uthenga umfula onye,unesi,uthenga,umfula,1
unesi uthenga ukhilimu oyiqhwa onye,unesi,uthenga,ukhilimu oyiqhwa,1
unesi uthenga ibhokisi elinye,unesi,uthenga,ibhokisi,1
unesi uthenga isitambu esinye,unesi,uthenga,isitambu,1
unesi uthenga umsebenzi onye,unesi,uthenga,umsebenzi,1
unesi uthenga umgodi onye,unesi,uthenga,umgodi,1
unesi uthenga ihlo elinye,unesi,uthenga,ihlo,1
unesi uthenga insimu enye,unesi,uthenga,insimu,1
unesi uthenga isifunda esinye,unesi,uthenga,isifunda,1
unesi uthenga udonga onye,unesi,uthenga,udonga,1
unesi uthenga itiye elinye,unesi,uthenga,itiye,1
unesi uthenga ibhodlela elinye,unesi,uthenga,ibhodlela,1
unesi uthenga ukhiye onye,unesi,uthenga,ukhiye,1
unesi uthenga inkantini enye,unesi,uthenga,inkantini,1
unesi uthenga isisu esinye,unesi,uthenga,isisu,1
unesi uthenga uphaya onye,unesi,uthenga,uphaya,1
unesi uthenga intaba enye,unesi,uthenga,intaba,1
unesi uthenga umengammeli onye,unesi,uthenga,umengammeli,1
unesi uthenga umhlaba onye,unesi,uthenga,umhlaba,1
unesi uthenga ibhanoyi elinye,unesi,uthenga,ibhanoyi,1
unesi uthenga incwadi enye,unesi,uthenga,incwadi,1
unesi uthenga isitshalo esinye,unesi,uthenga,isitshalo,1
unesi uthenga unesi onye,unesi,uthenga,unesi,1
unesi uthenga isithwebuli esinye,unesi,uthenga,isithwebuli,1
unesi uthenga isilwane esifuyiweyo esinye,unesi,uthenga,isilwane esifuyiweyo,1
unesi uthenga igumbi elinye,unesi,uthenga,igumbi,1
unesi uthenga iwindi elinye,unesi,uthenga,iwindi,1
unesi uthenga ulwandle olunye,unesi,uthenga,ulwandle,1
unesi uthenga ummeli onye,unesi,uthenga,ummeli,1
unesi uthenga umphakathi onye,unesi,uthenga,umphakathi,1
unesi uthenga ikomidi elinye,unesi,uthenga,ikomidi,1
unesi uthenga indlwana enye,unesi,uthenga,indlwana,1
unesi uthenga iphilisi elinye,unesi,uthenga,iphilisi,1
unesi uthenga uhlaza olunye,unesi,uthenga,uhlaza,1
unesi uthenga imoto enye,unesi,uthenga,imoto,1
isithwebuli sithenga imali enye,isithwebuli,sithenga,imali,1
isithwebuli sithenga ijikijolo elinye,isithwebuli,sithenga,ijikijolo,1
isithwebuli sithenga inyoni enye,isithwebuli,sithenga,inyoni,1
isithwebuli sithenga ibhishi elinye,isithwebuli,sithenga,ibhishi,1
isithwebuli sithenga izwe elinye,isithwebuli,sithenga,izwe,1
isithwebuli sithenga isakhiwo esinye,isithwebuli,sithenga,isakhiwo,1
isithwebuli sithenga umnini onye,isithwebuli,sithenga,umnini,1
isithwebuli sithenga unyawo olunye,isithwebuli,sithenga,unyawo,1
isithwebuli sithenga izambane elinye,isithwebuli,sithenga,izambane,1
isithwebuli sithenga iNkosi enye,isithwebuli,sithenga,iNkosi,1
isithwebuli sithenga ibhola elinye,isithwebuli,sithenga,ibhola,1
isithwebuli sithenga umzila onye,isithwebuli,sithenga,umzila,1
isithwebuli sithenga isicathulo esinye,isithwebuli,sithenga,isicathulo,1
isithwebuli sithenga ihholitshi elinye,isithwebuli,sithenga,ihholitshi,1
isithwebuli sithenga isihlahla esinye,isithwebuli,sithenga,isihlahla,1
isithwebuli sithenga ihhotela elinye,isithwebuli,sithenga,ihhotela,1
isithwebuli sithenga ihebhivo elinye,isithwebuli,sithenga,ihebhivo,1
isithwebuli sithenga umuthi onye,isithwebuli,sithenga,umuthi,1
isithwebuli sithenga igilebhisi elinye,isithwebuli,sithenga,igilebhisi,1
isithwebuli sithenga isikukhukhula esinye,isithwebuli,sithenga,isikukhukhula,1
isithwebuli sithenga inyuvesi enye,isithwebuli,sithenga,inyuvesi,1
isithwebuli sithenga inja enye,isithwebuli,sithenga,inja,1
isithwebuli sithenga iphoyisa elinye,isithwebuli,sithenga,iphoyisa,1
isithwebuli sithenga umkhandlu onye,isithwebuli,sithenga,umkhandlu,1
isithwebuli sithenga iwayini elinye,isithwebuli,sithenga,iwayini,1
isithwebuli sithenga uphawu olunye,isithwebuli,sithenga,uphawu,1
isithwebuli sithenga indawo yokubhukuda enye,isithwebuli,sithenga,indawo yokubhukuda,1
isithwebuli sithenga ikhompyutha elinye,isithwebuli,sithenga,ikhompyutha,1
isithwebuli sithenga isikhulumi esinye,isithwebuli,sithenga,isikhulumi,1
isithwebuli sithenga inyama enye,isithwebuli,sithenga,inyama,1
isithwebuli sithenga udokotela onye,isithwebuli,sithenga,udokotela,1
isithwebuli sithenga indlovu enye,isithwebuli,sithenga,indlovu,1
isithwebuli sithenga inkampani enye,isithwebuli,sithenga,inkampani,1
isithwebuli sithenga inkukhu enye,isithwebuli,sithenga,inkukhu,1
isithwebuli sithenga umlamuleli onye,isithwebuli,sithenga,umlamuleli,1
isithwebuli sithenga isidlo esinye,isithwebuli,sithenga,isidlo,1
isithwebuli sithenga umfundi we-undergraduate onye,isithwebuli,sithenga,umfundi we-undergraduate,1
isithwebuli sithenga ipayipi elinye,isithwebuli,sithenga,ipayipi,1
isithwebuli sithenga umfundisi onye,isithwebuli,sithenga,umfundisi,1
isithwebuli sithenga ibhodwe elinye,isithwebuli,sithenga,ibhodwe,1
isithwebuli sithenga iphalamende elinye,isithwebuli,sithenga,iphalamende,1
isithwebuli sithenga iholidi elinye,isithwebuli,sithenga,iholidi,1
isithwebuli sithenga indaba enye,isithwebuli,sithenga,indaba,1
isithwebuli sithenga ufishi onye,isithwebuli,sithenga,ufishi,1
isithwebuli sithenga ithoyizi elinye,isithwebuli,sithenga,ithoyizi,1
isithwebuli sithenga umfula onye,isithwebuli,sithenga,umfula,1
isithwebuli sithenga ukhilimu oyiqhwa onye,isithwebuli,sithenga,ukhilimu oyiqhwa,1
isithwebuli sithenga ibhokisi elinye,isithwebuli,sithenga,ibhokisi,1
isithwebuli sithenga isitambu esinye,isithwebuli,sithenga,isitambu,1
isithwebuli sithenga umsebenzi onye,isithwebuli,sithenga,umsebenzi,1
isithwebuli sithenga umgodi onye,isithwebuli,sithenga,umgodi,1
isithwebuli sithenga ihlo elinye,isithwebuli,sithenga,ihlo,1
isithwebuli sithenga insimu enye,isithwebuli,sithenga,insimu,1
isithwebuli sithenga isifunda esinye,isithwebuli,sithenga,isifunda,1
isithwebuli sithenga udonga onye,isithwebuli,sithenga,udonga,1
isithwebuli sithenga itiye elinye,isithwebuli,sithenga,itiye,1
isithwebuli sithenga ibhodlela elinye,isithwebuli,sithenga,ibhodlela,1
isithwebuli sithenga ukhiye onye,isithwebuli,sithenga,ukhiye,1
isithwebuli sithenga inkantini enye,isithwebuli,sithenga,inkantini,1
isithwebuli sithenga isisu esinye,isithwebuli,sithenga,isisu,1
isithwebuli sithenga uphaya onye,isithwebuli,sithenga,uphaya,1
isithwebuli sithenga intaba enye,isithwebuli,sithenga,intaba,1
isithwebuli sithenga umengammeli onye,isithwebuli,sithenga,umengammeli,1
isithwebuli sithenga umhlaba onye,isithwebuli,sithenga,umhlaba,1
isithwebuli sithenga ibhanoyi elinye,isithwebuli,sithenga,ibhanoyi,1
isithwebuli sithenga incwadi enye,isithwebuli,sithenga,incwadi,1
isithwebuli sithenga isitshalo esinye,isithwebuli,sithenga,isitshalo,1
isithwebuli sithenga unesi onye,isithwebuli,sithenga,unesi,1
isithwebuli sithenga isithwebuli esinye,isithwebuli,sithenga,isithwebuli,1
isithwebuli sithenga isilwane esifuyiweyo esinye,isithwebuli,sithenga,isilwane esifuyiweyo,1
isithwebuli sithenga igumbi elinye,isithwebuli,sithenga,igumbi,1
isithwebuli sithenga iwindi elinye,isithwebuli,sithenga,iwindi,1
isithwebuli sithenga ulwandle olunye,isithwebuli,sithenga,ulwandle,1
isithwebuli sithenga ummeli onye,isithwebuli,sithenga,ummeli,1
isithwebuli sithenga umphakathi onye,isithwebuli,sithenga,umphakathi,1
isithwebuli sithenga ikomidi elinye,isithwebuli,sithenga,ikomidi,1
isithwebuli sithenga indlwana enye,isithwebuli,sithenga,indlwana,1
isithwebuli sithenga iphilisi elinye,isithwebuli,sithenga,iphilisi,1
isithwebuli sithenga uhlaza olunye,isithwebuli,sithenga,uhlaza,1
isithwebuli sithenga imoto enye,isithwebuli,sithenga,imoto,1
isilwane esifuyiweyo sithenga imali enye,isilwane esifuyiweyo,sithenga,imali,1
isilwane esifuyiweyo sithenga ijikijolo elinye,isilwane esifuyiweyo,sithenga,ijikijolo,1
isilwane esifuyiweyo sithenga inyoni enye,isilwane esifuyiweyo,sithenga,inyoni,1
isilwane esifuyiweyo sithenga ibhishi elinye,isilwane esifuyiweyo,sithenga,ibhishi,1
isilwane esifuyiweyo sithenga izwe elinye,isilwane esifuyiweyo,sithenga,izwe,1
isilwane esifuyiweyo sithenga isakhiwo esinye,isilwane esifuyiweyo,sithenga,isakhiwo,1
isilwane esifuyiweyo sithenga umnini onye,isilwane esifuyiweyo,sithenga,umnini,1
isilwane esifuyiweyo sithenga unyawo olunye,isilwane esifuyiweyo,sithenga,unyawo,1
isilwane esifuyiweyo sithenga izambane elinye,isilwane esifuyiweyo,sithenga,izambane,1
isilwane esifuyiweyo sithenga iNkosi enye,isilwane esifuyiweyo,sithenga,iNkosi,1
isilwane esifuyiweyo sithenga ibhola elinye,isilwane esifuyiweyo,sithenga,ibhola,1
isilwane esifuyiweyo sithenga umzila onye,isilwane esifuyiweyo,sithenga,umzila,1
isilwane esifuyiweyo sithenga isicathulo esinye,isilwane esifuyiweyo,sithenga,isicathulo,1
isilwane esifuyiweyo sithenga ihholitshi elinye,isilwane esifuyiweyo,sithenga,ihholitshi,1
isilwane esifuyiweyo sithenga isihlahla esinye,isilwane esifuyiweyo,sithenga,isihlahla,1
isilwane esifuyiweyo sithenga ihhotela elinye,isilwane esifuyiweyo,sithenga,ihhotela,1
isilwane esifuyiweyo sithenga ihebhivo elinye,isilwane esifuyiweyo,sithenga,ihebhivo,1
isilwane esifuyiweyo sithenga umuthi onye,isilwane esifuyiweyo,sithenga,umuthi,1
isilwane esifuyiweyo sithenga igilebhisi elinye,isilwane esifuyiweyo,sithenga,igilebhisi,1
isilwane esifuyiweyo sithenga isikukhukhula esinye,isilwane esifuyiweyo,sithenga,isikukhukhula,1
isilwane esifuyiweyo sithenga inyuvesi enye,isilwane esifuyiweyo,sithenga,inyuvesi,1
isilwane esifuyiweyo sithenga inja enye,isilwane esifuyiweyo,sithenga,inja,1
isilwane esifuyiweyo sithenga iphoyisa elinye,isilwane esifuyiweyo,sithenga,iphoyisa,1
