sentence,first_noun,verb,second_noun,number
iminini idla  iwindi elinye,iminini,idla ,iwindi,1
iminini idla  ulwandle olunye,iminini,idla ,ulwandle,1
iminini idla  ummeli onye,iminini,idla ,ummeli,1
iminini idla  umphakathi onye,iminini,idla ,umphakathi,1
iminini idla  ikomidi elinye,iminini,idla ,ikomidi,1
iminini idla  indlwana enye,iminini,idla ,indlwana,1
iminini idla  iphilisi elinye,iminini,idla ,iphilisi,1
iminini idla  uhlaza olunye,iminini,idla ,uhlaza,1
iminini idla  imoto enye,iminini,idla ,imoto,1
izithwebuli zidla  imali enye,izithwebuli,zidla ,imali,1
izithwebuli zidla  ijikijolo elinye,izithwebuli,zidla ,ijikijolo,1
izithwebuli zidla  inyoni enye,izithwebuli,zidla ,inyoni,1
izithwebuli zidla  ibhishi elinye,izithwebuli,zidla ,ibhishi,1
izithwebuli zidla  izwe elinye,izithwebuli,zidla ,izwe,1
izithwebuli zidla  isakhiwo esinye,izithwebuli,zidla ,isakhiwo,1
izithwebuli zidla  umnini onye,izithwebuli,zidla ,umnini,1
izithwebuli zidla  unyawo olunye,izithwebuli,zidla ,unyawo,1
izithwebuli zidla  izambane elinye,izithwebuli,zidla ,izambane,1
izithwebuli zidla  iNkosi enye,izithwebuli,zidla ,iNkosi,1
izithwebuli zidla  ibhola elinye,izithwebuli,zidla ,ibhola,1
izithwebuli zidla  umzila onye,izithwebuli,zidla ,umzila,1
izithwebuli zidla  isicathulo esinye,izithwebuli,zidla ,isicathulo,1
izithwebuli zidla  ihholitshi elinye,izithwebuli,zidla ,ihholitshi,1
izithwebuli zidla  isihlahla esinye,izithwebuli,zidla ,isihlahla,1
izithwebuli zidla  ihhotela elinye,izithwebuli,zidla ,ihhotela,1
izithwebuli zidla  ihebhivo elinye,izithwebuli,zidla ,ihebhivo,1
izithwebuli zidla  umuthi onye,izithwebuli,zidla ,umuthi,1
izithwebuli zidla  igilebhisi elinye,izithwebuli,zidla ,igilebhisi,1
izithwebuli zidla  isikukhukhula esinye,izithwebuli,zidla ,isikukhukhula,1
izithwebuli zidla  inyuvesi enye,izithwebuli,zidla ,inyuvesi,1
izithwebuli zidla  inja enye,izithwebuli,zidla ,inja,1
izithwebuli zidla  iphoyisa elinye,izithwebuli,zidla ,iphoyisa,1
izithwebuli zidla  umkhandlu onye,izithwebuli,zidla ,umkhandlu,1
izithwebuli zidla  iwayini elinye,izithwebuli,zidla ,iwayini,1
izithwebuli zidla  uphawu olunye,izithwebuli,zidla ,uphawu,1
izithwebuli zidla  indawo yokubhukuda enye,izithwebuli,zidla ,indawo yokubhukuda,1
izithwebuli zidla  ikhompyutha elinye,izithwebuli,zidla ,ikhompyutha,1
izithwebuli zidla  isikhulumi esinye,izithwebuli,zidla ,isikhulumi,1
izithwebuli zidla  inyama enye,izithwebuli,zidla ,inyama,1
izithwebuli zidla  udokotela onye,izithwebuli,zidla ,udokotela,1
izithwebuli zidla  indlovu enye,izithwebuli,zidla ,indlovu,1
izithwebuli zidla  inkampani enye,izithwebuli,zidla ,inkampani,1
izithwebuli zidla  inkukhu enye,izithwebuli,zidla ,inkukhu,1
izithwebuli zidla  umlamuleli onye,izithwebuli,zidla ,umlamuleli,1
izithwebuli zidla  isidlo esinye,izithwebuli,zidla ,isidlo,1
izithwebuli zidla  umfundi we-undergraduate onye,izithwebuli,zidla ,umfundi we-undergraduate,1
izithwebuli zidla  ipayipi elinye,izithwebuli,zidla ,ipayipi,1
izithwebuli zidla  umfundisi onye,izithwebuli,zidla ,umfundisi,1
izithwebuli zidla  ibhodwe elinye,izithwebuli,zidla ,ibhodwe,1
izithwebuli zidla  iphalamende elinye,izithwebuli,zidla ,iphalamende,1
izithwebuli zidla  iholidi elinye,izithwebuli,zidla ,iholidi,1
izithwebuli zidla  indaba enye,izithwebuli,zidla ,indaba,1
izithwebuli zidla  ufishi onye,izithwebuli,zidla ,ufishi,1
izithwebuli zidla  ithoyizi elinye,izithwebuli,zidla ,ithoyizi,1
izithwebuli zidla  umfula onye,izithwebuli,zidla ,umfula,1
izithwebuli zidla  ukhilimu oyiqhwa onye,izithwebuli,zidla ,ukhilimu oyiqhwa,1
izithwebuli zidla  ibhokisi elinye,izithwebuli,zidla ,ibhokisi,1
izithwebuli zidla  isitambu esinye,izithwebuli,zidla ,isitambu,1
izithwebuli zidla  umsebenzi onye,izithwebuli,zidla ,umsebenzi,1
izithwebuli zidla  umgodi onye,izithwebuli,zidla ,umgodi,1
izithwebuli zidla  ihlo elinye,izithwebuli,zidla ,ihlo,1
izithwebuli zidla  insimu enye,izithwebuli,zidla ,insimu,1
izithwebuli zidla  isifunda esinye,izithwebuli,zidla ,isifunda,1
izithwebuli zidla  udonga onye,izithwebuli,zidla ,udonga,1
izithwebuli zidla  itiye elinye,izithwebuli,zidla ,itiye,1
izithwebuli zidla  ibhodlela elinye,izithwebuli,zidla ,ibhodlela,1
izithwebuli zidla  ukhiye onye,izithwebuli,zidla ,ukhiye,1
izithwebuli zidla  inkantini enye,izithwebuli,zidla ,inkantini,1
izithwebuli zidla  isisu esinye,izithwebuli,zidla ,isisu,1
izithwebuli zidla  uphaya onye,izithwebuli,zidla ,uphaya,1
izithwebuli zidla  intaba enye,izithwebuli,zidla ,intaba,1
izithwebuli zidla  umengammeli onye,izithwebuli,zidla ,umengammeli,1
izithwebuli zidla  umhlaba onye,izithwebuli,zidla ,umhlaba,1
izithwebuli zidla  ibhanoyi elinye,izithwebuli,zidla ,ibhanoyi,1
izithwebuli zidla  incwadi enye,izithwebuli,zidla ,incwadi,1
izithwebuli zidla  isitshalo esinye,izithwebuli,zidla ,isitshalo,1
izithwebuli zidla  unesi onye,izithwebuli,zidla ,unesi,1
izithwebuli zidla  isithwebuli esinye,izithwebuli,zidla ,isithwebuli,1
izithwebuli zidla  isilwane esifuyiweyo esinye,izithwebuli,zidla ,isilwane esifuyiweyo,1
izithwebuli zidla  igumbi elinye,izithwebuli,zidla ,igumbi,1
izithwebuli zidla  iwindi elinye,izithwebuli,zidla ,iwindi,1
izithwebuli zidla  ulwandle olunye,izithwebuli,zidla ,ulwandle,1
izithwebuli zidla  ummeli onye,izithwebuli,zidla ,ummeli,1
izithwebuli zidla  umphakathi onye,izithwebuli,zidla ,umphakathi,1
izithwebuli zidla  ikomidi elinye,izithwebuli,zidla ,ikomidi,1
izithwebuli zidla  indlwana enye,izithwebuli,zidla ,indlwana,1
izithwebuli zidla  iphilisi elinye,izithwebuli,zidla ,iphilisi,1
izithwebuli zidla  uhlaza olunye,izithwebuli,zidla ,uhlaza,1
izithwebuli zidla  imoto enye,izithwebuli,zidla ,imoto,1
abafundi be-undergraduate badla  imali enye,abafundi be-undergraduate,badla ,imali,1
abafundi be-undergraduate badla  ijikijolo elinye,abafundi be-undergraduate,badla ,ijikijolo,1
abafundi be-undergraduate badla  inyoni enye,abafundi be-undergraduate,badla ,inyoni,1
abafundi be-undergraduate badla  ibhishi elinye,abafundi be-undergraduate,badla ,ibhishi,1
abafundi be-undergraduate badla  izwe elinye,abafundi be-undergraduate,badla ,izwe,1
abafundi be-undergraduate badla  isakhiwo esinye,abafundi be-undergraduate,badla ,isakhiwo,1
abafundi be-undergraduate badla  umnini onye,abafundi be-undergraduate,badla ,umnini,1
abafundi be-undergraduate badla  unyawo olunye,abafundi be-undergraduate,badla ,unyawo,1
abafundi be-undergraduate badla  izambane elinye,abafundi be-undergraduate,badla ,izambane,1
abafundi be-undergraduate badla  iNkosi enye,abafundi be-undergraduate,badla ,iNkosi,1
abafundi be-undergraduate badla  ibhola elinye,abafundi be-undergraduate,badla ,ibhola,1
abafundi be-undergraduate badla  umzila onye,abafundi be-undergraduate,badla ,umzila,1
abafundi be-undergraduate badla  isicathulo esinye,abafundi be-undergraduate,badla ,isicathulo,1
abafundi be-undergraduate badla  ihholitshi elinye,abafundi be-undergraduate,badla ,ihholitshi,1
abafundi be-undergraduate badla  isihlahla esinye,abafundi be-undergraduate,badla ,isihlahla,1
abafundi be-undergraduate badla  ihhotela elinye,abafundi be-undergraduate,badla ,ihhotela,1
abafundi be-undergraduate badla  ihebhivo elinye,abafundi be-undergraduate,badla ,ihebhivo,1
abafundi be-undergraduate badla  umuthi onye,abafundi be-undergraduate,badla ,umuthi,1
abafundi be-undergraduate badla  igilebhisi elinye,abafundi be-undergraduate,badla ,igilebhisi,1
abafundi be-undergraduate badla  isikukhukhula esinye,abafundi be-undergraduate,badla ,isikukhukhula,1
abafundi be-undergraduate badla  inyuvesi enye,abafundi be-undergraduate,badla ,inyuvesi,1
abafundi be-undergraduate badla  inja enye,abafundi be-undergraduate,badla ,inja,1
abafundi be-undergraduate badla  iphoyisa elinye,abafundi be-undergraduate,badla ,iphoyisa,1
abafundi be-undergraduate badla  umkhandlu onye,abafundi be-undergraduate,badla ,umkhandlu,1
abafundi be-undergraduate badla  iwayini elinye,abafundi be-undergraduate,badla ,iwayini,1
abafundi be-undergraduate badla  uphawu olunye,abafundi be-undergraduate,badla ,uphawu,1
abafundi be-undergraduate badla  indawo yokubhukuda enye,abafundi be-undergraduate,badla ,indawo yokubhukuda,1
abafundi be-undergraduate badla  ikhompyutha elinye,abafundi be-undergraduate,badla ,ikhompyutha,1
abafundi be-undergraduate badla  isikhulumi esinye,abafundi be-undergraduate,badla ,isikhulumi,1
abafundi be-undergraduate badla  inyama enye,abafundi be-undergraduate,badla ,inyama,1
abafundi be-undergraduate badla  udokotela onye,abafundi be-undergraduate,badla ,udokotela,1
abafundi be-undergraduate badla  indlovu enye,abafundi be-undergraduate,badla ,indlovu,1
abafundi be-undergraduate badla  inkampani enye,abafundi be-undergraduate,badla ,inkampani,1
abafundi be-undergraduate badla  inkukhu enye,abafundi be-undergraduate,badla ,inkukhu,1
abafundi be-undergraduate badla  umlamuleli onye,abafundi be-undergraduate,badla ,umlamuleli,1
abafundi be-undergraduate badla  isidlo esinye,abafundi be-undergraduate,badla ,isidlo,1
abafundi be-undergraduate badla  umfundi we-undergraduate onye,abafundi be-undergraduate,badla ,umfundi we-undergraduate,1
abafundi be-undergraduate badla  ipayipi elinye,abafundi be-undergraduate,badla ,ipayipi,1
abafundi be-undergraduate badla  umfundisi onye,abafundi be-undergraduate,badla ,umfundisi,1
abafundi be-undergraduate badla  ibhodwe elinye,abafundi be-undergraduate,badla ,ibhodwe,1
abafundi be-undergraduate badla  iphalamende elinye,abafundi be-undergraduate,badla ,iphalamende,1
abafundi be-undergraduate badla  iholidi elinye,abafundi be-undergraduate,badla ,iholidi,1
abafundi be-undergraduate badla  indaba enye,abafundi be-undergraduate,badla ,indaba,1
abafundi be-undergraduate badla  ufishi onye,abafundi be-undergraduate,badla ,ufishi,1
abafundi be-undergraduate badla  ithoyizi elinye,abafundi be-undergraduate,badla ,ithoyizi,1
abafundi be-undergraduate badla  umfula onye,abafundi be-undergraduate,badla ,umfula,1
abafundi be-undergraduate badla  ukhilimu oyiqhwa onye,abafundi be-undergraduate,badla ,ukhilimu oyiqhwa,1
abafundi be-undergraduate badla  ibhokisi elinye,abafundi be-undergraduate,badla ,ibhokisi,1
abafundi be-undergraduate badla  isitambu esinye,abafundi be-undergraduate,badla ,isitambu,1
abafundi be-undergraduate badla  umsebenzi onye,abafundi be-undergraduate,badla ,umsebenzi,1
abafundi be-undergraduate badla  umgodi onye,abafundi be-undergraduate,badla ,umgodi,1
abafundi be-undergraduate badla  ihlo elinye,abafundi be-undergraduate,badla ,ihlo,1
abafundi be-undergraduate badla  insimu enye,abafundi be-undergraduate,badla ,insimu,1
abafundi be-undergraduate badla  isifunda esinye,abafundi be-undergraduate,badla ,isifunda,1
abafundi be-undergraduate badla  udonga onye,abafundi be-undergraduate,badla ,udonga,1
abafundi be-undergraduate badla  itiye elinye,abafundi be-undergraduate,badla ,itiye,1
abafundi be-undergraduate badla  ibhodlela elinye,abafundi be-undergraduate,badla ,ibhodlela,1
abafundi be-undergraduate badla  ukhiye onye,abafundi be-undergraduate,badla ,ukhiye,1
abafundi be-undergraduate badla  inkantini enye,abafundi be-undergraduate,badla ,inkantini,1
abafundi be-undergraduate badla  isisu esinye,abafundi be-undergraduate,badla ,isisu,1
abafundi be-undergraduate badla  uphaya onye,abafundi be-undergraduate,badla ,uphaya,1
abafundi be-undergraduate badla  intaba enye,abafundi be-undergraduate,badla ,intaba,1
abafundi be-undergraduate badla  umengammeli onye,abafundi be-undergraduate,badla ,umengammeli,1
abafundi be-undergraduate badla  umhlaba onye,abafundi be-undergraduate,badla ,umhlaba,1
abafundi be-undergraduate badla  ibhanoyi elinye,abafundi be-undergraduate,badla ,ibhanoyi,1
abafundi be-undergraduate badla  incwadi enye,abafundi be-undergraduate,badla ,incwadi,1
abafundi be-undergraduate badla  isitshalo esinye,abafundi be-undergraduate,badla ,isitshalo,1
abafundi be-undergraduate badla  unesi onye,abafundi be-undergraduate,badla ,unesi,1
abafundi be-undergraduate badla  isithwebuli esinye,abafundi be-undergraduate,badla ,isithwebuli,1
abafundi be-undergraduate badla  isilwane esifuyiweyo esinye,abafundi be-undergraduate,badla ,isilwane esifuyiweyo,1
abafundi be-undergraduate badla  igumbi elinye,abafundi be-undergraduate,badla ,igumbi,1
abafundi be-undergraduate badla  iwindi elinye,abafundi be-undergraduate,badla ,iwindi,1
abafundi be-undergraduate badla  ulwandle olunye,abafundi be-undergraduate,badla ,ulwandle,1
abafundi be-undergraduate badla  ummeli onye,abafundi be-undergraduate,badla ,ummeli,1
abafundi be-undergraduate badla  umphakathi onye,abafundi be-undergraduate,badla ,umphakathi,1
abafundi be-undergraduate badla  ikomidi elinye,abafundi be-undergraduate,badla ,ikomidi,1
abafundi be-undergraduate badla  indlwana enye,abafundi be-undergraduate,badla ,indlwana,1
abafundi be-undergraduate badla  iphilisi elinye,abafundi be-undergraduate,badla ,iphilisi,1
abafundi be-undergraduate badla  uhlaza olunye,abafundi be-undergraduate,badla ,uhlaza,1
abafundi be-undergraduate badla  imoto enye,abafundi be-undergraduate,badla ,imoto,1
izidlo zidla  imali enye,izidlo,zidla ,imali,1
izidlo zidla  ijikijolo elinye,izidlo,zidla ,ijikijolo,1
izidlo zidla  inyoni enye,izidlo,zidla ,inyoni,1
izidlo zidla  ibhishi elinye,izidlo,zidla ,ibhishi,1
izidlo zidla  izwe elinye,izidlo,zidla ,izwe,1
izidlo zidla  isakhiwo esinye,izidlo,zidla ,isakhiwo,1
izidlo zidla  umnini onye,izidlo,zidla ,umnini,1
izidlo zidla  unyawo olunye,izidlo,zidla ,unyawo,1
izidlo zidla  izambane elinye,izidlo,zidla ,izambane,1
izidlo zidla  iNkosi enye,izidlo,zidla ,iNkosi,1
izidlo zidla  ibhola elinye,izidlo,zidla ,ibhola,1
izidlo zidla  umzila onye,izidlo,zidla ,umzila,1
izidlo zidla  isicathulo esinye,izidlo,zidla ,isicathulo,1
izidlo zidla  ihholitshi elinye,izidlo,zidla ,ihholitshi,1
izidlo zidla  isihlahla esinye,izidlo,zidla ,isihlahla,1
izidlo zidla  ihhotela elinye,izidlo,zidla ,ihhotela,1
izidlo zidla  ihebhivo elinye,izidlo,zidla ,ihebhivo,1
izidlo zidla  umuthi onye,izidlo,zidla ,umuthi,1
izidlo zidla  igilebhisi elinye,izidlo,zidla ,igilebhisi,1
izidlo zidla  isikukhukhula esinye,izidlo,zidla ,isikukhukhula,1
izidlo zidla  inyuvesi enye,izidlo,zidla ,inyuvesi,1
izidlo zidla  inja enye,izidlo,zidla ,inja,1
izidlo zidla  iphoyisa elinye,izidlo,zidla ,iphoyisa,1
izidlo zidla  umkhandlu onye,izidlo,zidla ,umkhandlu,1
izidlo zidla  iwayini elinye,izidlo,zidla ,iwayini,1
izidlo zidla  uphawu olunye,izidlo,zidla ,uphawu,1
izidlo zidla  indawo yokubhukuda enye,izidlo,zidla ,indawo yokubhukuda,1
izidlo zidla  ikhompyutha elinye,izidlo,zidla ,ikhompyutha,1
izidlo zidla  isikhulumi esinye,izidlo,zidla ,isikhulumi,1
izidlo zidla  inyama enye,izidlo,zidla ,inyama,1
izidlo zidla  udokotela onye,izidlo,zidla ,udokotela,1
izidlo zidla  indlovu enye,izidlo,zidla ,indlovu,1
izidlo zidla  inkampani enye,izidlo,zidla ,inkampani,1
izidlo zidla  inkukhu enye,izidlo,zidla ,inkukhu,1
izidlo zidla  umlamuleli onye,izidlo,zidla ,umlamuleli,1
izidlo zidla  isidlo esinye,izidlo,zidla ,isidlo,1
izidlo zidla  umfundi we-undergraduate onye,izidlo,zidla ,umfundi we-undergraduate,1
izidlo zidla  ipayipi elinye,izidlo,zidla ,ipayipi,1
izidlo zidla  umfundisi onye,izidlo,zidla ,umfundisi,1
izidlo zidla  ibhodwe elinye,izidlo,zidla ,ibhodwe,1
izidlo zidla  iphalamende elinye,izidlo,zidla ,iphalamende,1
izidlo zidla  iholidi elinye,izidlo,zidla ,iholidi,1
izidlo zidla  indaba enye,izidlo,zidla ,indaba,1
izidlo zidla  ufishi onye,izidlo,zidla ,ufishi,1
izidlo zidla  ithoyizi elinye,izidlo,zidla ,ithoyizi,1
izidlo zidla  umfula onye,izidlo,zidla ,umfula,1
izidlo zidla  ukhilimu oyiqhwa onye,izidlo,zidla ,ukhilimu oyiqhwa,1
izidlo zidla  ibhokisi elinye,izidlo,zidla ,ibhokisi,1
izidlo zidla  isitambu esinye,izidlo,zidla ,isitambu,1
izidlo zidla  umsebenzi onye,izidlo,zidla ,umsebenzi,1
izidlo zidla  umgodi onye,izidlo,zidla ,umgodi,1
izidlo zidla  ihlo elinye,izidlo,zidla ,ihlo,1
izidlo zidla  insimu enye,izidlo,zidla ,insimu,1
izidlo zidla  isifunda esinye,izidlo,zidla ,isifunda,1
izidlo zidla  udonga onye,izidlo,zidla ,udonga,1
izidlo zidla  itiye elinye,izidlo,zidla ,itiye,1
izidlo zidla  ibhodlela elinye,izidlo,zidla ,ibhodlela,1
izidlo zidla  ukhiye onye,izidlo,zidla ,ukhiye,1
izidlo zidla  inkantini enye,izidlo,zidla ,inkantini,1
izidlo zidla  isisu esinye,izidlo,zidla ,isisu,1
izidlo zidla  uphaya onye,izidlo,zidla ,uphaya,1
izidlo zidla  intaba enye,izidlo,zidla ,intaba,1
izidlo zidla  umengammeli onye,izidlo,zidla ,umengammeli,1
izidlo zidla  umhlaba onye,izidlo,zidla ,umhlaba,1
izidlo zidla  ibhanoyi elinye,izidlo,zidla ,ibhanoyi,1
izidlo zidla  incwadi enye,izidlo,zidla ,incwadi,1
izidlo zidla  isitshalo esinye,izidlo,zidla ,isitshalo,1
izidlo zidla  unesi onye,izidlo,zidla ,unesi,1
izidlo zidla  isithwebuli esinye,izidlo,zidla ,isithwebuli,1
izidlo zidla  isilwane esifuyiweyo esinye,izidlo,zidla ,isilwane esifuyiweyo,1
izidlo zidla  igumbi elinye,izidlo,zidla ,igumbi,1
izidlo zidla  iwindi elinye,izidlo,zidla ,iwindi,1
izidlo zidla  ulwandle olunye,izidlo,zidla ,ulwandle,1
izidlo zidla  ummeli onye,izidlo,zidla ,ummeli,1
izidlo zidla  umphakathi onye,izidlo,zidla ,umphakathi,1
izidlo zidla  ikomidi elinye,izidlo,zidla ,ikomidi,1
izidlo zidla  indlwana enye,izidlo,zidla ,indlwana,1
izidlo zidla  iphilisi elinye,izidlo,zidla ,iphilisi,1
izidlo zidla  uhlaza olunye,izidlo,zidla ,uhlaza,1
izidlo zidla  imoto enye,izidlo,zidla ,imoto,1
odokotela badla  imali enye,odokotela,badla ,imali,1
odokotela badla  ijikijolo elinye,odokotela,badla ,ijikijolo,1
odokotela badla  inyoni enye,odokotela,badla ,inyoni,1
odokotela badla  ibhishi elinye,odokotela,badla ,ibhishi,1
odokotela badla  izwe elinye,odokotela,badla ,izwe,1
odokotela badla  isakhiwo esinye,odokotela,badla ,isakhiwo,1
odokotela badla  umnini onye,odokotela,badla ,umnini,1
odokotela badla  unyawo olunye,odokotela,badla ,unyawo,1
odokotela badla  izambane elinye,odokotela,badla ,izambane,1
odokotela badla  iNkosi enye,odokotela,badla ,iNkosi,1
odokotela badla  ibhola elinye,odokotela,badla ,ibhola,1
odokotela badla  umzila onye,odokotela,badla ,umzila,1
odokotela badla  isicathulo esinye,odokotela,badla ,isicathulo,1
odokotela badla  ihholitshi elinye,odokotela,badla ,ihholitshi,1
odokotela badla  isihlahla esinye,odokotela,badla ,isihlahla,1
odokotela badla  ihhotela elinye,odokotela,badla ,ihhotela,1
odokotela badla  ihebhivo elinye,odokotela,badla ,ihebhivo,1
odokotela badla  umuthi onye,odokotela,badla ,umuthi,1
odokotela badla  igilebhisi elinye,odokotela,badla ,igilebhisi,1
odokotela badla  isikukhukhula esinye,odokotela,badla ,isikukhukhula,1
odokotela badla  inyuvesi enye,odokotela,badla ,inyuvesi,1
odokotela badla  inja enye,odokotela,badla ,inja,1
odokotela badla  iphoyisa elinye,odokotela,badla ,iphoyisa,1
odokotela badla  umkhandlu onye,odokotela,badla ,umkhandlu,1
odokotela badla  iwayini elinye,odokotela,badla ,iwayini,1
odokotela badla  uphawu olunye,odokotela,badla ,uphawu,1
odokotela badla  indawo yokubhukuda enye,odokotela,badla ,indawo yokubhukuda,1
odokotela badla  ikhompyutha elinye,odokotela,badla ,ikhompyutha,1
odokotela badla  isikhulumi esinye,odokotela,badla ,isikhulumi,1
odokotela badla  inyama enye,odokotela,badla ,inyama,1
odokotela badla  udokotela onye,odokotela,badla ,udokotela,1
odokotela badla  indlovu enye,odokotela,badla ,indlovu,1
odokotela badla  inkampani enye,odokotela,badla ,inkampani,1
odokotela badla  inkukhu enye,odokotela,badla ,inkukhu,1
odokotela badla  umlamuleli onye,odokotela,badla ,umlamuleli,1
odokotela badla  isidlo esinye,odokotela,badla ,isidlo,1
odokotela badla  umfundi we-undergraduate onye,odokotela,badla ,umfundi we-undergraduate,1
odokotela badla  ipayipi elinye,odokotela,badla ,ipayipi,1
odokotela badla  umfundisi onye,odokotela,badla ,umfundisi,1
odokotela badla  ibhodwe elinye,odokotela,badla ,ibhodwe,1
odokotela badla  iphalamende elinye,odokotela,badla ,iphalamende,1
odokotela badla  iholidi elinye,odokotela,badla ,iholidi,1
odokotela badla  indaba enye,odokotela,badla ,indaba,1
odokotela badla  ufishi onye,odokotela,badla ,ufishi,1
odokotela badla  ithoyizi elinye,odokotela,badla ,ithoyizi,1
odokotela badla  umfula onye,odokotela,badla ,umfula,1
odokotela badla  ukhilimu oyiqhwa onye,odokotela,badla ,ukhilimu oyiqhwa,1
odokotela badla  ibhokisi elinye,odokotela,badla ,ibhokisi,1
odokotela badla  isitambu esinye,odokotela,badla ,isitambu,1
odokotela badla  umsebenzi onye,odokotela,badla ,umsebenzi,1
odokotela badla  umgodi onye,odokotela,badla ,umgodi,1
odokotela badla  ihlo elinye,odokotela,badla ,ihlo,1
odokotela badla  insimu enye,odokotela,badla ,insimu,1
odokotela badla  isifunda esinye,odokotela,badla ,isifunda,1
odokotela badla  udonga onye,odokotela,badla ,udonga,1
odokotela badla  itiye elinye,odokotela,badla ,itiye,1
odokotela badla  ibhodlela elinye,odokotela,badla ,ibhodlela,1
odokotela badla  ukhiye onye,odokotela,badla ,ukhiye,1
odokotela badla  inkantini enye,odokotela,badla ,inkantini,1
odokotela badla  isisu esinye,odokotela,badla ,isisu,1
odokotela badla  uphaya onye,odokotela,badla ,uphaya,1
odokotela badla  intaba enye,odokotela,badla ,intaba,1
odokotela badla  umengammeli onye,odokotela,badla ,umengammeli,1
odokotela badla  umhlaba onye,odokotela,badla ,umhlaba,1
odokotela badla  ibhanoyi elinye,odokotela,badla ,ibhanoyi,1
odokotela badla  incwadi enye,odokotela,badla ,incwadi,1
odokotela badla  isitshalo esinye,odokotela,badla ,isitshalo,1
odokotela badla  unesi onye,odokotela,badla ,unesi,1
odokotela badla  isithwebuli esinye,odokotela,badla ,isithwebuli,1
odokotela badla  isilwane esifuyiweyo esinye,odokotela,badla ,isilwane esifuyiweyo,1
odokotela badla  igumbi elinye,odokotela,badla ,igumbi,1
odokotela badla  iwindi elinye,odokotela,badla ,iwindi,1
odokotela badla  ulwandle olunye,odokotela,badla ,ulwandle,1
odokotela badla  ummeli onye,odokotela,badla ,ummeli,1
odokotela badla  umphakathi onye,odokotela,badla ,umphakathi,1
odokotela badla  ikomidi elinye,odokotela,badla ,ikomidi,1
odokotela badla  indlwana enye,odokotela,badla ,indlwana,1
odokotela badla  iphilisi elinye,odokotela,badla ,iphilisi,1
odokotela badla  uhlaza olunye,odokotela,badla ,uhlaza,1
odokotela badla  imoto enye,odokotela,badla ,imoto,1
izakhiwo zidla  imali enye,izakhiwo,zidla ,imali,1
izakhiwo zidla  ijikijolo elinye,izakhiwo,zidla ,ijikijolo,1
izakhiwo zidla  inyoni enye,izakhiwo,zidla ,inyoni,1
izakhiwo zidla  ibhishi elinye,izakhiwo,zidla ,ibhishi,1
izakhiwo zidla  izwe elinye,izakhiwo,zidla ,izwe,1
izakhiwo zidla  isakhiwo esinye,izakhiwo,zidla ,isakhiwo,1
izakhiwo zidla  umnini onye,izakhiwo,zidla ,umnini,1
izakhiwo zidla  unyawo olunye,izakhiwo,zidla ,unyawo,1
izakhiwo zidla  izambane elinye,izakhiwo,zidla ,izambane,1
izakhiwo zidla  iNkosi enye,izakhiwo,zidla ,iNkosi,1
izakhiwo zidla  ibhola elinye,izakhiwo,zidla ,ibhola,1
izakhiwo zidla  umzila onye,izakhiwo,zidla ,umzila,1
izakhiwo zidla  isicathulo esinye,izakhiwo,zidla ,isicathulo,1
izakhiwo zidla  ihholitshi elinye,izakhiwo,zidla ,ihholitshi,1
izakhiwo zidla  isihlahla esinye,izakhiwo,zidla ,isihlahla,1
izakhiwo zidla  ihhotela elinye,izakhiwo,zidla ,ihhotela,1
izakhiwo zidla  ihebhivo elinye,izakhiwo,zidla ,ihebhivo,1
izakhiwo zidla  umuthi onye,izakhiwo,zidla ,umuthi,1
izakhiwo zidla  igilebhisi elinye,izakhiwo,zidla ,igilebhisi,1
izakhiwo zidla  isikukhukhula esinye,izakhiwo,zidla ,isikukhukhula,1
izakhiwo zidla  inyuvesi enye,izakhiwo,zidla ,inyuvesi,1
izakhiwo zidla  inja enye,izakhiwo,zidla ,inja,1
izakhiwo zidla  iphoyisa elinye,izakhiwo,zidla ,iphoyisa,1
izakhiwo zidla  umkhandlu onye,izakhiwo,zidla ,umkhandlu,1
izakhiwo zidla  iwayini elinye,izakhiwo,zidla ,iwayini,1
izakhiwo zidla  uphawu olunye,izakhiwo,zidla ,uphawu,1
izakhiwo zidla  indawo yokubhukuda enye,izakhiwo,zidla ,indawo yokubhukuda,1
izakhiwo zidla  ikhompyutha elinye,izakhiwo,zidla ,ikhompyutha,1
izakhiwo zidla  isikhulumi esinye,izakhiwo,zidla ,isikhulumi,1
izakhiwo zidla  inyama enye,izakhiwo,zidla ,inyama,1
izakhiwo zidla  udokotela onye,izakhiwo,zidla ,udokotela,1
izakhiwo zidla  indlovu enye,izakhiwo,zidla ,indlovu,1
izakhiwo zidla  inkampani enye,izakhiwo,zidla ,inkampani,1
izakhiwo zidla  inkukhu enye,izakhiwo,zidla ,inkukhu,1
izakhiwo zidla  umlamuleli onye,izakhiwo,zidla ,umlamuleli,1
izakhiwo zidla  isidlo esinye,izakhiwo,zidla ,isidlo,1
izakhiwo zidla  umfundi we-undergraduate onye,izakhiwo,zidla ,umfundi we-undergraduate,1
izakhiwo zidla  ipayipi elinye,izakhiwo,zidla ,ipayipi,1
izakhiwo zidla  umfundisi onye,izakhiwo,zidla ,umfundisi,1
izakhiwo zidla  ibhodwe elinye,izakhiwo,zidla ,ibhodwe,1
izakhiwo zidla  iphalamende elinye,izakhiwo,zidla ,iphalamende,1
izakhiwo zidla  iholidi elinye,izakhiwo,zidla ,iholidi,1
